"transaction_id","transaction_datetime","customer_id","merchant_id","payment_channel","payment_method","transaction_amount","transaction_fee","currency","transaction_status","merchant_category","customer_region","device_type","is_fraud_flag","settlement_date"
"TXN100342","2024-03-04 05:14:54.169482","CUST1011","MER424","Card","Debit Card","14947.14","236.42","NGN","Successful","E-commerce","Abuja",NULL,0,"2024-03-04"
"TXN100343","2024-06-07 08:32:25.610369","CUST1025","MER312","Card","Wallet Balance","20191.25","76.86","NGN","Pending","Hospitality","Abuja","Mobile",0,NULL
"TXN100344","2024-05-25 10:54:05.303956","CUST1318","MER370",NULL,"Wallet Balance","26527.07","60.74","NGN","Successful","Transport","Lagos","Web",0,"2024-05-27"
"TXN100345","2024-08-12 18:50:48.692175","CUST1622","MER223","Bank Transfer","Debit Card","21038.72","276.96","USD","Failed","E-commerce","Abuja","POS",NULL,"2024-08-12"
"TXN100346","2024-08-19 19:25:13.373762","CUST1699","MER242","Card","Credit Card","10777.64","22.76","NGN","Successful","Retail","Manchester","Web",0,"2024-08-19"
"TXN100347","2024-01-17 12:51:47.252171","CUST1669","MER346","Card","Wallet Balance","9096.98","223.07","NGN","Successful","Hospitality","Lagos","Web",0,"2024-01-19"
"TXN100348","2024-05-16 17:36:23.41486","CUST1302","MER424","Bank Transfer","Credit Card","52224.38","23.46","NGN","Successful","E-commerce","Port Harcourt","POS",0,"2024-05-16"
"TXN100349","2024-08-16 10:31:58.301964","CUST1444","MER328","USSD","Credit Card","21380.24","252.99","NGN","Successful","Utilities","Port Harcourt","Mobile",0,"2024-08-18"
"TXN100350","2024-07-02 15:28:25.050582","CUST1439","MER338","USSD","Credit Card","16065.92","272.57","NGN","Successful","E-commerce","Manchester","Mobile",0,"2024-07-03"
"TXN100351","2024-11-08 14:51:03.631715","CUST1091","MER302",NULL,"Wallet Balance","24637.11","96.25","NGN","Reversed","E-commerce","Port Harcourt","Mobile",0,"2024-11-08"
"TXN100352","2024-08-28 10:09:22.366735","CUST1430","MER345","Card","Debit Card","11811.39","31.44","NGN","Successful","Hospitality","Port Harcourt","Mobile",0,"2024-08-28"
"TXN100353","2024-02-29 11:18:20.09244","CUST1353","MER200","Bank Transfer","Wallet Balance","29809.17","149.4","GBP","Pending","Hospitality","London","Mobile",1,"2024-02-29"
"TXN100354","2024-01-26 18:10:56.01802","CUST1728","MER341","Bank Transfer","Debit Card","13952.01","96.55",NULL,"Reversed","Retail","Lagos","Mobile",NULL,"2024-01-27"
"TXN100355","2024-08-22 11:35:34.357514","CUST1156","MER425","Bank Transfer","Debit Card","3631.53","130.97","NGN","Successful","Retail","Port Harcourt","Web",0,"2024-08-22"
"TXN100356","2024-01-10 16:14:20.689241","CUST1396","MER372","Card","Wallet Balance","16770.54","202.85","NGN","Successful","E-commerce","Abuja","Mobile",0,"2024-01-10"
"TXN100357","2024-08-01 19:23:38.73104","CUST1706","MER310",NULL,"Debit Card","8267.38","70.85","GBP","Successful","Hospitality","Abuja","Web",0,"2024-08-01"
"TXN100358","2024-12-09 04:25:00.893578","CUST1310","MER373","Wallet","Debit Card","15496.28","113.52","NGN","Successful","Transport","Lagos","Mobile",0,"2024-12-09"
"TXN100359","2024-07-29 01:09:13.673494","CUST1110","MER405","Bank Transfer","Credit Card","14137.43","236.94","NGN","Successful","Retail","Lagos","Mobile",NULL,"2024-08-01"
"TXN100360","2024-05-21 16:22:06.792849","CUST1211","MER271","USSD","Wallet Balance","22790.25","196.69","GBP","Successful","Transport","Lagos","Mobile",0,"2024-05-21"
"TXN100361","2024-08-22 19:12:17.256798","CUST1071","MER400","Card","Wallet Balance","42232.74","104.62","NGN","Successful","Transport","London","Mobile",0,"2024-08-27"
"TXN100362","2024-06-16 06:17:43.154541","CUST1773","MER445","Bank Transfer",NULL,"28033.14","202.65","GBP","Successful","E-commerce","Manchester","Mobile",0,"2024-06-18"
"TXN100363","2024-07-18 03:36:11.067867","CUST1018","MER278","USSD","Wallet Balance","21345.51","231.94","NGN","Successful","Retail","Lagos","Mobile",0,"2024-07-18"
"TXN100364","2024-12-09 15:13:54.209577","CUST1158","MER395","Bank Transfer","Debit Card","19226.48","181.82","NGN","Successful","Retail","Lagos","Web",0,"2024-12-11"
"TXN100365","2024-05-20 22:15:32.785685","CUST1476","MER391",NULL,"Debit Card","21805.09","79.45","NGN","Failed","Hospitality",NULL,"Mobile",0,"2024-05-20"
"TXN100366","2024-12-16 20:01:45.620751","CUST1217","MER413","USSD","Wallet Balance","39114.8","10.07","NGN","Successful","Retail","Port Harcourt","Mobile",0,NULL
"TXN100367","2024-11-26 10:52:17.844726","CUST1378","MER228","Bank Transfer","Debit Card","24412.33","242.83","NGN","Successful","E-commerce","Manchester","Mobile",0,"2024-11-26"
"TXN100368","2024-03-12 11:07:49.226715","CUST1205","MER353","Wallet","Credit Card","3693.99","248.56","NGN","Successful","Transport","Lagos","POS",1,NULL
"TXN100369","2024-01-26 07:36:17.984399","CUST1065","MER226","Card","Credit Card","8597.38","212.31","NGN","Failed","E-commerce","London","Mobile",0,"2024-01-28"
"TXN100370","2024-02-06 18:48:55.051439","CUST1765","MER271","Bank Transfer","Debit Card","32998.34","32.21","NGN","Successful","Retail","London","Mobile",0,"2024-02-09"
"TXN100371","2024-01-07 15:37:23.493747","CUST1414","MER364","Card","Wallet Balance","21019.71","179.71","NGN","Successful","Retail","Lagos","Mobile",0,"2024-01-10"
"TXN100372","2024-02-04 11:19:13.210399","CUST1112","MER263","Bank Transfer","Credit Card","38655.1","248.1","USD","Successful","Transport","Lagos","Web",0,"2024-02-04"
"TXN100373","2024-09-06 07:08:21.606458","CUST1659","MER447","Wallet","Credit Card","26961.43","123.0","NGN","Pending","Hospitality","Lagos","Mobile",0,"2024-09-07"
"TXN100374","2024-01-26 23:36:45.217842","CUST1621","MER287","Bank Transfer",NULL,"18828.15","67.42","USD","Pending","Utilities","Lagos","Mobile",0,"2024-01-27"
"TXN100375","2024-04-26 10:13:35.476944","CUST1007","MER385","Wallet","Credit Card","18618.0","180.41","USD","Successful","Retail",NULL,"Web",1,"2024-04-26"
"TXN100376","2024-11-04 09:06:27.806733","CUST1777","MER377","Bank Transfer","Debit Card","11695.92","249.63","NGN","Successful","E-commerce","Abuja","Web",0,NULL
"TXN100377","2024-01-09 11:51:43.765365","CUST1002","MER409","Card","Credit Card","15249.03","24.17","NGN","Successful","Retail","London","Mobile",0,"2024-01-09"
"TXN100378","2024-10-24 06:44:38.066925","CUST1002","MER357","Wallet","Wallet Balance","6962.26","183.12","GBP","Successful","Hospitality","London","Mobile",0,"2024-10-25"
"TXN100379","2024-04-12 21:02:52.177254","CUST1205","MER328","Card","Wallet Balance","9848.12","196.52","USD","Successful","Retail","Abuja",NULL,0,"2024-04-13"
"TXN100380","2024-02-13 03:07:26.003876","CUST1729","MER310","Card","Wallet Balance","8168.94","184.69","NGN","Successful","Transport","Port Harcourt","Mobile",0,"2024-02-13"
"TXN100381","2024-09-11 07:25:03.246924","CUST1515","MER421","Bank Transfer","Wallet Balance","17274.04","198.51","NGN","Failed","Retail","Lagos","Mobile",0,"2024-09-11"
"TXN100382","2024-08-17 13:32:21.61605","CUST1079","MER242","Card","Debit Card","12620.45","193.1","NGN","Pending","Utilities","Abuja","Mobile",1,"2024-08-19"
"TXN100383","2024-11-16 06:39:17.418589","CUST1095","MER290","Card","Wallet Balance","4860.08","47.82","NGN","Successful","Transport",NULL,"POS",0,"2024-11-18"
"TXN100384","2024-09-25 07:13:20.437399","CUST1066","MER358","USSD","Wallet Balance","24681.77","78.13","NGN","Successful","Transport","Lagos","Mobile",0,"2024-09-25"
"TXN100385","2024-10-20 06:29:34.620617","CUST1087","MER412","Bank Transfer","Debit Card","13487.81","189.51","NGN","Successful","Retail","Abuja","Mobile",0,"2024-10-20"
"TXN100386","2024-04-12 22:37:22.280609","CUST1290","MER216","Bank Transfer","Debit Card","29195.42","15.13",NULL,"Successful","Hospitality","London","Mobile",0,"2024-04-17"
"TXN100387","2024-03-05 18:22:13.452637","CUST1550","MER212",NULL,NULL,"23705.61","194.08","USD","Pending","E-commerce","Port Harcourt","Mobile",0,"2024-03-05"
"TXN100388","2024-09-30 23:23:06.807746","CUST1441","MER261","Bank Transfer","Wallet Balance","55864.57","202.96","NGN","Pending","Utilities","Port Harcourt",NULL,0,"2024-09-30"
"TXN100389","2024-10-21 11:52:20.337533","CUST1551","MER283","Wallet","Wallet Balance","17371.02","79.36","NGN","Successful","Utilities","Manchester","Mobile",0,"2024-10-21"
"TXN100390","2024-12-27 12:49:30.158133","CUST1670","MER285","Card","Wallet Balance","11858.26","183.46","NGN","Successful","E-commerce","Lagos","Mobile",0,"2024-12-27"
"TXN100391","2024-05-30 14:31:51.059079","CUST1179","MER417","Bank Transfer","Credit Card","9737.99","164.89","NGN","Failed","Retail","London","Mobile",0,"2024-06-01"
"TXN100392","2024-05-15 18:52:42.353561","CUST1661","MER419","Wallet","Credit Card","26221.71","85.6","NGN","Successful","Hospitality","Manchester","Web",0,"2024-05-17"
"TXN100393","2024-10-10 09:22:39.12996","CUST1600","MER316","Bank Transfer","Credit Card","27783.01","144.26","NGN","Reversed","Retail","Lagos","Mobile",0,"2024-10-11"
"TXN100394","2024-05-04 09:26:20.445419","CUST1157","MER357","USSD","Debit Card","17575.88","273.79","NGN","Successful","E-commerce","Port Harcourt","Web",0,"2024-05-05"
"TXN100395","2024-12-05 17:26:03.020234","CUST1759","MER349","Bank Transfer","Wallet Balance","20712.25","133.71","NGN","Successful","Utilities","Lagos","Mobile",0,"2024-12-05"
"TXN100396","2024-11-09 07:41:44.542121","CUST1464","MER338","Card","Credit Card","33562.87","192.65","GBP","Successful","Utilities","Lagos","Web",0,"2024-11-14"
"TXN100397","2024-06-05 13:59:15.647299","CUST1098","MER285","Bank Transfer","Credit Card","27002.92","20.25","GBP","Successful","Hospitality","Abuja","Mobile",0,"2024-06-07"
"TXN100398","2024-10-01 01:37:49.993873","CUST1570","MER393","Bank Transfer","Credit Card","21440.4","32.56","NGN","Successful","Retail","Port Harcourt","Mobile",0,"2024-10-04"
"TXN100399","2024-10-02 09:47:44.077135","CUST1459","MER390","Wallet","Credit Card","7205.53","33.58","NGN","Successful","E-commerce","Manchester","Mobile",0,"2024-10-02"
"TXN100400","2024-02-07 15:21:54.32761","CUST1234","MER309","Card","Debit Card","10052.05","235.69","NGN","Failed","Utilities","Port Harcourt","Mobile",0,"2024-02-12"
"TXN100401","2024-11-25 10:21:48.465047","CUST1696","MER277",NULL,"Debit Card","13794.31","111.57","NGN","Successful","Retail","Manchester","POS",0,NULL
"TXN100402","2024-07-03 10:00:38.817516","CUST1688","MER296",NULL,"Debit Card","14380.21","76.01","GBP","Successful","Transport","Lagos","Mobile",0,"2024-07-03"
"TXN100403","2024-10-28 15:46:02.651174","CUST1082","MER268","Card","Debit Card","10743.73","226.72","NGN","Pending","E-commerce","Lagos","POS",0,"2024-10-28"
"TXN100404","2024-04-26 19:38:04.218101","CUST1366","MER215","Card",NULL,"9850.55","59.29","NGN","Failed","Transport",NULL,"Mobile",0,"2024-04-26"
"TXN100405","2024-11-22 20:47:00.533856","CUST1627","MER310","Wallet","Debit Card","14776.41","81.48","NGN","Successful","Transport","Manchester","Mobile",0,"2024-11-23"
"TXN100406","2024-05-22 01:24:24.140561","CUST1156","MER430",NULL,"Debit Card","19383.95","134.97","GBP","Failed","Transport","Lagos","Mobile",0,"2024-05-22"
"TXN100407","2024-01-04 22:56:16.177083","CUST1724","MER223","Bank Transfer","Credit Card","24031.22","106.12","NGN","Reversed","Utilities","Port Harcourt","Mobile",0,"2024-01-04"
"TXN100408","2024-11-26 11:08:46.008358","CUST1482","MER446","Card","Credit Card","4538.39","179.76","NGN","Successful","Hospitality","Abuja","Mobile",1,"2024-11-28"
"TXN100409","2024-02-03 07:40:16.639127","CUST1467","MER254","Bank Transfer","Debit Card","12701.48","107.97","GBP","Successful","Retail","Abuja","Mobile",1,"2024-02-04"
"TXN100410","2024-04-26 13:11:14.875051","CUST1182","MER200","USSD","Wallet Balance","5015.14","123.96","NGN","Successful","Utilities","Manchester","POS",0,"2024-04-26"
"TXN100411","2024-12-12 18:32:34.192914","CUST1208","MER234","Card","Wallet Balance","17428.5","260.24","NGN","Successful","Transport","London","Web",0,"2024-12-12"
"TXN100412","2024-12-12 23:19:06.985823","CUST1204","MER284","USSD","Debit Card","17242.72","266.51","NGN","Successful","Retail","Lagos","Mobile",0,"2024-12-12"
"TXN100413","2024-07-28 07:18:57.239856","CUST1054","MER350","Card","Debit Card","16322.64","250.04","USD","Successful","Hospitality","Lagos","Web",0,"2024-07-31"
"TXN100414","2024-08-18 14:53:38.322987","CUST1456","MER297","Card","Wallet Balance","14731.01","260.8","USD","Pending","Retail","Lagos","Mobile",1,NULL
"TXN100415","2024-06-12 16:22:57.981108","CUST1475","MER338","Bank Transfer","Wallet Balance","12869.42","175.22","NGN","Successful","Retail","London","POS",0,"2024-06-12"
"TXN100416","2024-04-17 00:31:34.89627","CUST1667","MER210","Bank Transfer","Wallet Balance","16369.55","197.41","NGN","Successful","E-commerce","Abuja","Mobile",0,"2024-04-17"
"TXN100417","2024-04-29 23:06:05.102786","CUST1780","MER342","Card","Debit Card","24402.63","171.58","NGN","Failed","Retail",NULL,"Mobile",0,"2024-04-29"
"TXN100418","2024-09-02 11:15:42.030845","CUST1072","MER292","Bank Transfer","Debit Card","13530.18","237.82","NGN","Successful","E-commerce","London","POS",0,"2024-09-04"
"TXN100419","2024-10-01 14:48:03.160347","CUST1640","MER433","Card","Credit Card","7538.76","169.79","NGN","Successful","E-commerce","Lagos","Mobile",0,"2024-10-04"
"TXN100420","2024-10-15 22:13:56.722938","CUST1134","MER249","Card","Debit Card","20673.18","42.21","NGN","Successful","Retail","London","Web",0,"2024-10-15"
"TXN100421","2024-10-15 05:03:17.751169","CUST1360","MER376","Card","Debit Card","27895.52","244.78","NGN","Successful","Retail","Abuja","POS",NULL,"2024-10-15"
"TXN100422","2024-02-03 06:57:55.665744","CUST1520","MER252",NULL,"Credit Card","7258.21","230.57",NULL,"Reversed","Retail","Lagos","POS",0,"2024-02-03"
"TXN100423","2024-06-29 11:07:18.729101","CUST1102","MER397","Bank Transfer","Debit Card","6409.1","247.89","NGN","Successful","Retail","Abuja","POS",0,"2024-07-01"
"TXN100424","2024-01-22 00:12:53.055885","CUST1797","MER251","Bank Transfer","Wallet Balance","7063.57","65.22","NGN","Failed","Retail",NULL,"Mobile",1,"2024-01-24"
"TXN100425","2024-07-19 13:52:22.832961","CUST1566","MER265","Bank Transfer","Wallet Balance","16219.9","88.77","NGN","Successful","Hospitality","Abuja","Web",0,"2024-07-19"
"TXN100426","2024-06-10 03:48:25.891311","CUST1216","MER208",NULL,"Debit Card","44105.49","95.77","NGN","Failed","E-commerce","London","Mobile",0,"2024-06-15"
"TXN100427","2024-11-20 00:17:19.107466","CUST1148","MER249","Card","Wallet Balance","40005.03","157.34","NGN","Successful","Retail","Abuja","POS",0,"2024-11-20"
"TXN100428","2024-05-08 02:00:55.835842","CUST1386","MER327","USSD","Debit Card","20717.94","48.82","NGN","Successful","Hospitality","Abuja","Mobile",0,"2024-05-09"
"TXN100429","2024-02-12 17:30:25.430061","CUST1737","MER259","USSD","Wallet Balance","6928.41","121.76","USD","Reversed","Retail","London","Mobile",0,NULL
"TXN100430","2024-02-22 04:36:25.685218","CUST1697","MER342","USSD","Debit Card","39737.52","62.83",NULL,"Successful","E-commerce","London","POS",0,"2024-02-24"
"TXN100431","2024-10-04 22:49:59.281842","CUST1008","MER382","Card","Debit Card","40990.53","86.78","NGN","Successful","Retail","Lagos","POS",0,"2024-10-04"
"TXN100432","2024-08-13 15:35:24.844742","CUST1008","MER447","USSD","Credit Card","9543.16","214.85","NGN","Successful","Retail","Lagos",NULL,0,"2024-08-13"
"TXN100433","2024-02-06 21:50:04.714208","CUST1076","MER227","Card","Credit Card","17570.08","257.9","NGN","Successful","E-commerce","Abuja","Mobile",0,"2024-02-09"
"TXN100434","2024-01-31 16:46:32.237643","CUST1716","MER389","Bank Transfer","Wallet Balance","27808.79","16.64","NGN","Pending","Transport","Lagos","Mobile",0,"2024-02-01"
"TXN100435","2024-09-12 20:29:22.529695","CUST1257","MER444","USSD","Debit Card","36654.62","174.11","NGN","Failed","Utilities","London","POS",0,"2024-09-12"
"TXN100436","2024-01-27 13:24:14.168701","CUST1285","MER374","Card","Debit Card","15925.24","20.46","NGN","Successful","Transport","Lagos","Mobile",0,"2024-01-27"
"TXN100437","2024-10-26 23:29:38.829781","CUST1358","MER236","Wallet","Credit Card","29533.38","34.72",NULL,"Pending","Retail","London","POS",0,"2024-10-26"
"TXN100438","2024-09-14 18:40:54.875607","CUST1477","MER297","Card","Credit Card","21999.01","214.47","USD","Successful","E-commerce","Port Harcourt","Web",0,"2024-09-15"
"TXN100439","2024-01-30 16:36:55.146323","CUST1652","MER407","Wallet","Debit Card","21246.99","223.33","USD","Successful","E-commerce","Lagos","POS",0,"2024-01-30"
"TXN100440","2024-01-31 23:10:42.151391","CUST1003","MER217","Bank Transfer","Wallet Balance","20036.63","246.05","USD","Successful","Retail","Lagos","Web",1,"2024-01-31"
"TXN100441","2024-12-26 02:57:45.747613","CUST1015","MER397","Card","Wallet Balance","45346.65","147.53","NGN","Successful","Transport","Lagos","POS",0,"2024-12-26"
"TXN100442","2024-05-16 14:36:43.814965","CUST1784","MER385","Card","Wallet Balance","18236.58","259.34","NGN","Successful","Utilities","Lagos","Mobile",0,"2024-05-17"
"TXN100443","2024-05-15 06:49:30.749902","CUST1310","MER368",NULL,NULL,"23752.68","58.38","NGN","Successful","Utilities","London",NULL,0,"2024-05-15"
"TXN100444","2024-10-23 16:07:27.153033","CUST1409","MER390","Card","Debit Card","45505.82","82.42",NULL,"Reversed","Utilities","Abuja","Mobile",0,"2024-10-24"
"TXN100445","2024-12-11 17:53:51.136377","CUST1713","MER216","Card","Wallet Balance","24810.72","49.01","NGN","Successful","E-commerce","Port Harcourt","Mobile",0,"2024-12-12"
"TXN100446","2024-12-25 21:22:09.548718","CUST1659","MER375","Card","Debit Card","12240.64","241.29","NGN","Successful",NULL,"Abuja","Mobile",0,"2024-12-25"
"TXN100447","2024-10-01 23:35:34.450326","CUST1317","MER315","USSD","Wallet Balance","17000.01","76.32","NGN","Successful","Transport","Lagos","Web",0,"2024-10-01"
"TXN100448","2024-05-17 08:02:02.289303","CUST1351","MER392","Bank Transfer","Credit Card","10199.17","55.1","NGN","Successful","Utilities","Abuja","Web",0,"2024-05-19"
"TXN100449","2024-01-31 11:27:58.601809","CUST1363","MER351","Card",NULL,"16813.81","190.7","NGN","Successful","E-commerce","London","Mobile",0,"2024-01-31"
"TXN100450","2024-10-10 15:48:25.140688","CUST1660","MER420","Card","Wallet Balance","15938.95","32.35","NGN","Successful","Utilities","Lagos","Web",0,"2024-10-10"
"TXN100451","2024-07-22 19:37:16.419668","CUST1256","MER320","Card",NULL,"13668.08","71.34567516802039","NGN","Successful","Transport","Port Harcourt","POS",0,"2024-07-22"
"TXN100452","2024-06-03 20:11:05.283613","CUST1769","MER421","Card","Wallet Balance","20052.05","40.95","NGN","Successful","Utilities","Lagos","Web",0,"2024-06-03"
"TXN100453","2024-11-26 19:39:51.888348","CUST1224","MER264","Bank Transfer","Wallet Balance","5339.39","10.07","NGN","Failed","E-commerce","Lagos","Mobile",0,"2024-11-28"
"TXN100454","2024-02-10 14:05:23.802007","CUST1625","MER390","USSD","Wallet Balance","51422.83","212.13","NGN","Reversed","Utilities","Abuja","Web",0,"2024-02-11"
"TXN100455","2024-06-28 19:23:45.288917","CUST1201","MER324","Card","Credit Card","16151.12","173.05","NGN","Successful","Retail","Abuja","POS",0,"2024-06-30"
"TXN100456","2024-01-05 03:27:28.541385","CUST1277","MER334","Bank Transfer","Debit Card","17616.85","70.86","USD","Successful","Utilities","London","POS",0,"2024-01-07"
"TXN100457","2024-06-20 01:28:02.005927","CUST1713","MER447","Bank Transfer","Debit Card","39332.54","77.57","NGN","Successful","Hospitality","Abuja","Mobile",1,"2024-06-22"
"TXN100458","2024-01-21 13:13:00.101902","CUST1732","MER372",NULL,"Debit Card","24596.53","245.18","NGN","Failed","Hospitality","Lagos","Mobile",0,"2024-01-24"
"TXN100459","2024-02-13 08:50:41.80743","CUST1425","MER270",NULL,"Credit Card","13444.78","155.53","NGN","Successful","E-commerce","Port Harcourt","Mobile",NULL,"2024-02-16"
"TXN100460","2024-02-12 21:31:47.718363","CUST1158","MER323","Wallet","Credit Card","14701.51","212.57","USD","Successful","E-commerce","Abuja","Mobile",0,NULL
"TXN100461","2024-08-24 23:04:56.087532","CUST1681","MER260","Card","Credit Card","32849.08","141.3","NGN","Successful","Retail","Lagos","Mobile",0,"2024-08-24"
"TXN100462","2024-09-29 07:21:11.312514","CUST1584","MER398","Card",NULL,"35604.18","78.94","NGN","Failed","Transport","London","Mobile",0,"2024-09-29"
"TXN100463","2024-07-31 22:18:37.376104","CUST1373","MER438","Card","Wallet Balance","12494.34","291.42","USD","Successful","Retail","Lagos","Web",0,"2024-08-03"
"TXN100464","2024-12-17 04:37:53.488693","CUST1694","MER347","Card","Debit Card","38774.49","174.04","USD","Successful","E-commerce","Manchester","Mobile",0,"2024-12-18"
"TXN100465","2024-05-16 19:51:58.59586","CUST1159","MER313","Bank Transfer","Debit Card","5709.37","47.98","USD","Successful","Retail","Lagos","Mobile",0,NULL
"TXN100466","2024-04-14 06:50:16.352985","CUST1332","MER327","Wallet","Debit Card","41871.81","127.77","NGN","Successful","E-commerce","Abuja","Mobile",0,"2024-04-14"
"TXN100467","2024-11-13 00:55:42.106583","CUST1481","MER223","Wallet","Debit Card","22233.62","105.51","USD","Failed","E-commerce","Manchester","Mobile",0,"2024-11-13"
"TXN100468","2024-03-22 14:41:58.363549","CUST1245","MER376","Wallet","Wallet Balance","38479.16","72.09","NGN","Pending","Hospitality","London","POS",0,"2024-03-23"
"TXN100469","2024-12-17 13:49:46.003799","CUST1308","MER303","Bank Transfer","Credit Card","26190.1","280.7","NGN","Failed","E-commerce","Lagos","Mobile",0,"2024-12-19"
"TXN100470","2024-01-05 10:28:23.513818","CUST1327","MER270","USSD","Credit Card","13036.29","265.47","USD","Successful","Utilities","Port Harcourt","Web",0,"2024-01-06"
"TXN100471","2024-12-20 00:08:18.679052","CUST1269","MER226","Card","Wallet Balance","16692.54","67.75","USD","Successful","Utilities","Lagos","Mobile",0,NULL
"TXN100472","2024-01-16 18:04:50.983273","CUST1715","MER341","Card","Wallet Balance","13364.5","112.12","NGN","Successful","Transport","Abuja","Web",0,"2024-01-16"
"TXN100473","2024-11-21 06:24:49.233582","CUST1062","MER345","USSD","Debit Card","10876.87","231.07","USD","Successful","Retail","London","Mobile",0,"2024-11-21"
"TXN100474","2024-07-11 14:39:42.176146","CUST1559","MER445","Card","Wallet Balance","23945.63","70.47","NGN","Pending","Retail","Abuja","Mobile",0,"2024-07-11"
"TXN100475","2024-12-28 10:22:17.810418","CUST1041","MER246","Bank Transfer","Debit Card","4388.38","181.55","NGN","Successful","Retail","Lagos","Web",0,NULL
"TXN100476","2024-01-27 22:27:28.465496","CUST1726","MER252","Card","Debit Card","16032.48","212.94","NGN","Successful","Hospitality","Abuja","Mobile",0,"2024-01-27"
"TXN100477","2024-07-21 03:45:48.71288","CUST1239","MER218","USSD","Debit Card","18929.05","199.65","NGN","Reversed","Retail","Lagos","Mobile",0,"2024-07-21"
"TXN100478","2024-12-19 19:05:24.763284","CUST1233","MER438","Wallet","Credit Card","4565.43","214.86","NGN","Reversed","E-commerce","Lagos","Web",0,"2024-12-19"
"TXN100479","2024-07-09 22:20:13.61375","CUST1015","MER233","Card","Debit Card","21879.08","214.94","NGN","Successful","Retail","Abuja","Mobile",0,"2024-07-09"
"TXN100480","2024-08-17 17:31:55.452234","CUST1792","MER238","Wallet","Debit Card","26132.39","289.79","NGN","Successful",NULL,"Port Harcourt","Web",0,"2024-08-17"
"TXN100481","2024-09-10 22:45:30.655819","CUST1479","MER404","Card","Wallet Balance","23818.81","110.48","NGN","Successful","Transport","Abuja","Mobile",0,NULL
"TXN100482","2024-06-14 21:46:47.018517","CUST1327","MER247","Bank Transfer","Wallet Balance","23603.24","264.79","USD","Pending","Transport","Lagos","Mobile",0,"2024-06-15"
"TXN100483","2024-08-17 01:24:31.613531","CUST1013","MER303","USSD","Debit Card","19237.15","16.32","NGN","Successful","Transport","Manchester","Mobile",0,"2024-08-20"
"TXN100484","2024-08-01 06:35:36.140807","CUST1486","MER358","USSD","Debit Card","8796.48","93.58","NGN","Reversed","E-commerce","Port Harcourt","Mobile",0,"2024-08-03"
"TXN100485","2024-11-24 22:08:39.018844","CUST1568","MER224",NULL,"Wallet Balance","1505.1","24.11",NULL,"Successful","Retail","Lagos","Mobile",0,"2024-11-27"
"TXN100486","2024-01-17 14:06:37.050448","CUST1401","MER236","Card","Debit Card","15734.49","198.85","NGN","Successful","E-commerce",NULL,"Mobile",0,"2024-01-18"
"TXN100487","2024-04-12 13:14:15.146981","CUST1120","MER304","USSD","Wallet Balance","12988.1","39.23","USD","Successful","E-commerce","Manchester","Web",0,"2024-04-14"
"TXN100488","2024-12-12 21:36:16.561838","CUST1538","MER427","USSD","Credit Card","18902.46","255.25","NGN","Successful","Retail","Lagos","POS",0,"2024-12-12"
"TXN100489","2024-11-20 22:42:38.688784","CUST1307","MER410","Wallet","Debit Card","10467.17","197.51",NULL,"Pending","Retail","Port Harcourt","Web",0,"2024-11-20"
"TXN100490","2024-06-15 07:33:11.35585","CUST1330","MER206","Card","Debit Card","33940.8","18.36","USD","Successful","E-commerce","Port Harcourt","Mobile",0,"2024-06-20"
"TXN100491","2024-08-14 08:21:41.604269","CUST1427","MER315","Wallet","Debit Card","5596.24","217.29","NGN","Successful","Retail","Lagos","Mobile",0,"2024-08-14"
"TXN100492","2024-04-11 05:51:32.986493","CUST1670","MER417","Bank Transfer","Debit Card","11867.55","259.99","NGN","Successful","Hospitality","Lagos","Mobile",0,"2024-04-11"
"TXN100493","2024-03-09 15:56:28.893049","CUST1548","MER250","Card","Debit Card","15255.76","201.73","NGN","Failed","Retail","Port Harcourt","Mobile",0,"2024-03-10"
"TXN100494","2024-06-18 05:59:52.898187","CUST1151","MER257","Bank Transfer","Credit Card","23993.92","18.85","NGN","Successful","Utilities","Lagos","Web",0,"2024-06-18"
"TXN100495","2024-05-08 23:21:55.86303","CUST1517","MER445","Card","Debit Card","24069.14","258.8","NGN","Pending","E-commerce","London","POS",0,"2024-05-08"
"TXN100496","2024-08-01 00:49:39.143329","CUST1304","MER448","Bank Transfer","Credit Card","30907.03","222.41","NGN","Successful","E-commerce","Lagos","Mobile",0,"2024-08-03"
"TXN100497","2024-01-29 08:57:19.511328","CUST1134","MER350","Wallet","Credit Card","28290.19","119.75","NGN","Successful","Transport","Manchester","Mobile",0,"2024-01-29"
"TXN100498","2024-12-21 15:41:54.65456","CUST1079","MER365","Bank Transfer","Debit Card","15908.69","105.3","NGN","Successful","Hospitality","London","POS",0,"2024-12-21"
"TXN100499","2024-12-25 23:12:22.037909","CUST1495","MER313","USSD","Debit Card","29681.18","149.15","USD","Successful","E-commerce","London","Mobile",0,"2024-12-26"
"TXN100500","2024-09-11 19:53:47.813327","CUST1448","MER393","Bank Transfer","Debit Card","16029.94","261.46","USD","Successful","Utilities","Lagos","POS",0,"2024-09-11"
"TXN100501","2024-07-14 16:12:15.009028","CUST1544","MER449","Card","Debit Card","5265.52","83.1","NGN","Reversed","Utilities","London","POS",0,"2024-07-17"
"TXN100502","2024-04-22 23:27:42.907206","CUST1142","MER296","Card","Wallet Balance","5744.2","39.28","NGN","Successful","Utilities","Abuja","Mobile",0,"2024-04-22"
